movie_id,metascore
tt4154796,78
tt1298650,45
tt2395427,66
tt4154756,68
tt0449088,50
tt0974015,45
tt2379713,60
tt3778644,62
tt0401729,51
tt2975590,44
tt6105098,55
tt0398286,71
tt0413300,59
tt3498820,75
tt0417741,78
tt1170358,66
tt2310332,59
tt4630562,56
tt2382320,.
tt0499549,83
tt0348150,72
tt1345836,78
tt1790809,39
tt0830515,58
tt0848228,69
tt0383574,53
tt0770828,55
tt0499448,62
tt1210819,37
tt6723592,.
tt0948470,66
tt1440129,41
tt3371366,27
tt0369610,59
tt1409024,58
tt1055369,35
tt2109248,32
tt0376994,58
tt0955308,53
tt0360717,81
tt0385752,51
tt1825683,88
tt0120338,75
tt3606756,80
tt3748528,65
tt2277860,77
tt1979376,84
tt0435761,92
tt1300854,62
tt3896198,67
tt0316654,83
tt1014759,53
tt1074638,81
tt0903624,58
tt1453405,65
tt1623205,44
tt1877832,75
tt1872181,53
tt1216475,57
tt6806448,60
tt1104001,49
tt1190080,49
tt4123430,52
tt0438488,49
tt1133985,39
tt6565702,43
tt1399103,42
tt2345759,34
tt1351685,51
tt2820852,67
tt1408101,72
tt0816711,63
tt1343092,55
tt1663662,65
tt1979388,66
tt0371746,79
tt0468569,84
tt0367882,65
tt1217209,69
tt3731562,62
tt2660888,68
tt4777008,43
tt1856101,81
tt6450804,54
tt6139732,53
tt3501632,74
tt1587310,56
tt3183660,66
tt0910970,95
tt0293564,44
tt0918940,44
tt0970179,83
tt2239822,51
tt1617661,40
tt4912910,86
tt3385516,52
tt4779682,46
tt1631867,71
tt4154664,64
tt3040964,77
tt2096673,94
tt2250912,73
tt1386697,40
tt1049413,88
tt2380307,81
tt5848272,71
tt0892782,56
tt3606752,59
tt1046173,32
tt0120891,38
tt0859163,31
tt0413099,37
tt0114898,56
tt6673612,26
tt1972591,41
tt1335975,28
tt4881806,51
tt2015381,76
tt1228705,57
tt1843866,70
tt2103281,79
tt0338348,61
tt1735898,57
tt0181852,66
tt0338526,35
tt3861390,51
tt3741700,48
tt1964418,60
tt0437086,53
tt2567026,34
tt0892791,58
tt1211837,72
tt2245084,74
tt0892769,75
tt1772341,72
tt0816692,74
tt1628841,32
tt2771200,65
tt6320628,69
tt1477834,55
tt0413267,58
tt1375666,74
tt1951266,65
tt0831387,62
tt1270798,65
tt0421715,70
tt0963966,46
tt0409182,50
tt0803096,32
tt1302006,94
tt1860357,68
tt1340138,38
tt2557478,44
tt0346491,39
tt3450958,82
tt0213149,44
tt0418279,61
tt4520988,64
tt0451279,76
tt2294629,75
tt2948356,78
tt0373889,71
tt0330373,81
tt0234215,62
tt0480249,65
tt3521164,81
tt0448157,49
tt0372784,70
tt0367594,72
tt0382932,96
tt1981115,54
tt2381249,75
tt5013056,94
tt0800369,57
tt0479952,61
tt0458525,40
tt1078912,42
tt1302011,67
tt1392190,90
tt5884052,53
tt0242653,47
tt1677720,64
tt0371606,48
tt0317919,66
tt0808151,48
tt0332452,56
tt0938283,20
tt0389790,54
tt0436339,41
tt0397892,67
tt1646987,37
tt0442933,59
tt1077368,55
tt2334879,52
tt0780653,43
tt2034800,42
tt3332064,36
tt1305591,49
tt6304710,.
tt0424095,74
tt1277953,60
tt1229238,73
tt1646971,76
tt0120855,79
tt0864835,59
tt1446192,58
tt0318649,41
tt1289401,60
tt0246460,56
tt0796366,82
tt0120591,42
tt0458339,66
tt2267968,66
tt0122151,37
tt1583421,41
tt0325710,55
tt0369441,47
tt1528100,52
tt3691740,66
tt1025100,38
tt2404233,25
tt1745960,.
tt0145487,73
tt0409459,56
tt0382992,35
tt0800080,61
tt0286716,54
tt0173840,49
tt1673434,52
tt0481499,55
tt1663202,76
tt0143145,57
tt1192628,75
tt0311113,81
tt1860353,58
tt3949660,40
tt1402488,50
tt0430357,65
tt5523010,39
tt0407304,73
tt1911658,53
tt1951264,76
tt0304141,82
tt0440963,85
tt5095030,70
tt0441773,74
tt0478970,64
tt2224026,55
tt5028340,66
tt0448694,65
tt1001526,63
tt0172156,38
tt2357291,49
tt0944835,65
tt1959490,68
tt0983193,68
tt1815862,33
tt0455824,53
tt0790736,25
tt2386490,71
tt1324999,45
tt0130623,56
tt3315342,77
tt2692250,47
tt1951265,64
tt0241527,64
tt7975244,58
tt0382625,46
tt1596343,66
tt1291150,31
tt1515091,48
tt0319262,47
tt3874544,50
tt0800320,39
tt1679335,55
tt0120685,32
tt1446714,64
tt1194173,61
tt0118688,28
tt5758778,51
tt1386703,43
tt2094766,36
tt3095734,41
tt0120657,42
tt7504726,47
tt0170016,46
tt0177971,59
tt4196776,58
tt0454876,79
tt0259324,35
tt2231461,45
tt0305357,48
tt1535108,61
tt1483013,54
tt3717490,44
tt0243585,66
tt1234721,52
tt0296572,38
tt3113456,.
tt0811080,37
tt0399201,50
tt1341188,46
tt1013743,46
tt1270797,35
tt0198781,79
tt1430132,61
tt0118928,43
tt2381991,35
tt0245562,51
tt1320261,33
tt3411444,58
tt5463162,66
tt1454468,96
tt0477347,48
tt2126355,43
tt0472181,30
tt0337978,69
tt0349903,58
tt0120347,52
tt0187393,63
tt1253863,48
tt0338751,77
tt1355644,41
tt0990407,39
tt1935859,57
tt0433035,56
tt2283336,38
tt0429493,47
tt2017020,34
tt1111422,55
tt1731141,51
tt0299172,50
tt0120179,23
tt0320661,63
tt1219827,52
tt0327437,49
tt0120737,92
tt0312528,19
tt0248667,65
tt3659388,80
tt3640424,60
tt0343818,59
tt0164912,61
tt0780521,73
tt0443649,34
tt3416828,34
tt0141907,34
tt4649466,44
tt0187078,35
tt0172495,67
tt1620680,53
tt1152836,70
tt0381061,80
tt0181689,80
tt4701182,66
tt1371111,55
tt0295297,63
tt0103064,75
tt0112462,51
tt0133152,50
tt0368891,39
tt1853728,81
tt8579674,78
tt0970866,27
tt0111503,63
tt0765429,76
tt0844471,66
tt1386588,64
tt0339291,62
tt0993846,75
tt0848537,52
tt0116213,56
tt0116583,74
tt0120917,70
tt1764651,51
tt0386117,71
tt0449010,38
tt1267297,47
tt1243957,37
tt0146675,33
tt5814534,54
tt0327162,42
tt0423294,64
tt0450259,64
tt6924650,47
tt1219342,53
tt0120201,51
tt0457400,32
tt0316396,64
tt6428676,45
tt0327554,27
tt2333784,35
tt0133240,60
tt0947810,63
tt1981128,21
tt2058673,34
tt5697572,32
tt1390411,47
tt2209764,42
tt0362165,20
tt1571234,44
tt0180052,12
tt3089630,.
tt2452042,67
tt3513498,65
tt4532826,32
tt0209163,48
tt0217505,72
tt2316204,65
tt1661199,67
tt1667889,49
tt0265086,74
tt1261945,27
tt0814255,47
tt1790886,50
tt0477080,69
tt0119116,52
tt0138749,51
tt0380510,42
tt2638144,38
tt1121096,30
tt0266543,90
tt0167260,94
tt0167261,87
tt0146316,33
tt5026378,.
tt0163025,42
tt1318514,68
tt0416236,62
tt0317705,90
tt1606378,28
tt0318974,47
tt0112760,37
tt0359950,54
tt2283362,58
tt0119654,71
tt0120363,88
tt0266915,48
tt0988045,57
tt1080016,50
tt1502397,59
tt0161081,51
tt1436562,63
tt7131622,83
tt0407887,85
tt0160127,52
tt0120762,71
tt3794354,47
tt0942385,71
tt1568346,71
tt0118884,62
tt0960144,54
tt0112864,58
tt2404435,54
tt2974918,33
tt0230011,52
tt0985699,56
tt2120120,27
tt0338094,34
tt0164052,24
tt0373926,62
tt1854564,39
tt0325703,43
tt3110958,46
tt0266987,63
tt0120053,50
tt0183523,34
tt1365519,48
tt0182789,42
tt0349683,46
tt0120461,55
tt0118972,53
tt0267626,58
tt0816462,36
tt1509767,35
tt7232438,.
tt1041804,18
tt5519340,29
tt0478855,.
tt0117998,68
tt0352248,69
tt3829266,48
tt0120667,40
tt0212985,57
tt0329575,72
tt0162222,73
tt0366548,77
tt0240772,74
tt0372183,73
tt0118571,61
tt1013752,46
tt0451079,71
tt1840309,48
tt0837562,47
tt0448115,71
tt0461770,75
tt1599348,52
tt0496806,62
tt1230414,57
tt0120660,67
tt0400717,49
tt0471042,59
tt0211181,35
tt1667353,46
tt0457939,52
tt0463985,45
tt0397535,54
tt0215750,53
tt0107362,44
tt0327850,59
tt1430607,69
tt1293847,42
tt0119643,43
tt1287468,30
tt0233469,33
tt0284490,32
tt0113492,.
tt0443706,78
tt0446029,69
tt0298814,48
tt1804538,.
tt1485796,48
tt0267913,35
tt0144528,38
tt1821694,47
tt0389860,45
tt0413895,68
tt0489099,35
tt0411477,78
tt0398165,48
tt1320253,45
tt7713068,60
tt0216216,49
tt0315327,46
tt1392170,68
tt1411697,44
tt0117060,59
tt4116284,75
tt2510894,44
tt0103776,68
tt5113040,55
tt0120616,48
tt0327084,67
tt0275847,73
tt0120647,40
tt2191701,19
tt1615918,24
tt0425061,54
tt0358082,64
tt1130884,63
tt0337741,66
tt0369436,41
tt0119094,82
tt0960731,33
tt0257044,72
tt1564367,33
tt0287978,42
tt1059786,43
tt0118880,52
tt1302067,35
tt0159365,73
tt1037705,53
tt0119137,37
tt0171363,42
tt0117705,59
tt2713180,64
tt6182908,60
tt0383216,38
tt1222817,30
tt0970416,40
tt0118883,49
tt0120828,51
tt0166813,52
tt0244244,32
tt0120738,42
tt0368008,76
tt5649074,.
tt0374536,34
tt0268695,42
tt0120889,44
tt0120751,51
tt2935510,80
tt0386140,47
tt0185431,38
tt0986263,45
tt0251075,40
tt0355295,51
tt0116996,52
tt0405469,47
tt1762399,37
tt0146309,67
tt0116040,.
tt1618442,34
tt1921064,39
tt0318155,64
tt0875034,49
tt0300556,28
tt1723746,.
tt0120595,68
tt0119925,29
tt0199753,34
tt0427392,45
tt0318081,24
tt6141246,60
tt0110357,88
tt1397514,41
tt0810913,23
tt0268978,72
tt1985966,59
tt0289765,60
tt0317648,54
tt0311429,30
tt0204313,30
tt1754656,70
tt5851562,.
tt3766354,50
tt1690953,62
tt0322259,38
tt0206634,84
tt0131704,36
tt2709768,61
tt0116629,59
tt2709692,51
tt3470600,59
tt3469046,49
tt0119567,59
tt0438097,58
tt0351283,57
tt1375670,30
tt0307453,48
tt0120903,64
tt0493464,64
tt0117500,58
tt0343660,48
tt0427327,81
tt1670345,50
tt0443489,76
tt4575576,60
tt0141369,36
tt1253864,46
tt0362227,55
tt0360486,50
tt0385880,68
tt0190865,48
tt0472062,67
tt0123964,63
tt6324278,61
tt0377471,37
tt0408306,74
tt1103153,21
tt1638355,56
tt0314353,48
tt0452637,36
tt0371246,48
tt0219965,60
tt0166485,56
tt0113071,.
tt0978764,33
tt0340163,44
tt3062096,42
tt0329717,47
tt0120913,48
tt0377062,47
tt0120157,.
tt0120458,19
tt0166276,40
tt4199898,25
tt8356942,.
tt2293640,56
tt2279373,62
tt0217869,62
tt0415306,66
tt1985949,43
tt0120832,52
tt0120184,35
tt0462538,80
tt0770752,29
tt1201167,60
tt0431197,56
tt0240462,49
tt0112573,68
tt0418763,58
tt0132245,29
tt0268995,27
tt0338512,63
tt0368447,44
tt0118998,46
tt0286106,59
tt0298148,75
tt0317219,73
tt1231580,41
tt7349950,58
tt0096438,83
tt0163187,39
tt0295701,48
tt0117438,60
tt0361748,69
tt0102057,52
tt0099423,67
tt0257076,45
tt5657846,30
tt0162661,65
tt0259711,45
tt0119282,74
tt2302755,41
tt1217613,37
tt1568911,72
tt0277434,65
tt2177771,52
tt4624424,56
tt0120844,64
tt0319061,58
tt0111742,.
tt1496025,39
tt3014284,55
tt0829150,40
tt0406816,53
tt0096754,62
tt1578275,46
tt0398375,35
tt0133952,53
tt0486655,66
tt1336608,47
tt0120102,55
tt0346156,64
tt0476964,56
tt0297181,35
tt0280486,37
tt0419706,34
tt2025690,58
tt1211956,49
tt1448755,44
tt0120696,36
tt0251114,49
tt0246894,14
tt1043726,22
tt0435705,42
tt0308208,19
tt0181739,57
tt2717822,51
tt0430912,26
tt1781967,.
tt1323594,72
tt0427152,56
tt2873282,53
tt1325004,58
tt0164184,45
tt2637276,48
tt0227445,71
tt0480687,45
tt0113845,.
tt0285531,35
tt0132347,65
tt0140352,84
tt1389072,63
tt0758774,57
tt1611224,42
tt0116830,.
tt0462396,37
tt0137494,54
tt0365474,.
tt2369135,39
tt0120815,91
tt0207201,47
tt0443272,86
tt0268380,60
tt0112384,77
tt0133093,73
tt5220122,54
tt1707386,63
tt0304669,48
tt0100802,57
tt0128853,57
tt1809398,59
tt3079380,75
tt1231583,51
tt0838283,51
tt0113497,39
tt0120746,63
tt0186566,73
tt1823664,33
tt0106582,60
tt2788732,71
tt0115759,61
tt0469641,66
tt0219854,45
tt0304415,45
tt1645170,58
tt0120663,68
tt1596350,31
tt2381941,56
tt0359013,38
tt1234719,31
tt0758794,53
tt2719848,64
tt1855325,39
tt6095472,60
tt0119942,70
tt0137523,66
tt0452608,43
tt0116908,44
tt0228750,45
tt0406375,67
tt0338188,55
tt0357277,34
tt0375568,53
tt1418377,30
tt0102070,17
tt10597946,.
tt0458481,46
tt2361317,49
tt0219952,31
tt0380599,65
tt4743226,.
tt0430304,26
tt0156934,38
tt0396171,56
tt0107290,68
tt0295178,62
tt1411704,41
tt1961175,45
tt0111756,47
tt0109444,74
tt0141926,62
tt0112346,67
tt3460252,68
tt0811138,24
tt0233142,21
tt2267998,79
tt0445934,64
tt4046784,43
tt1272878,55
tt4500922,50
tt7616798,50
tt4701660,69
tt0290002,41
tt1490017,83
tt0892737,.
tt0486946,27
tt0822832,53
tt0120689,61
tt0120382,90
tt3263904,74
tt0258463,68
tt1078940,23
tt0113189,65
tt0317740,68
tt0317303,39
tt0144214,47
tt0120794,64
tt0369339,71
tt0239395,47
tt0313737,42
tt0120587,72
tt0277296,45
tt1245526,60
tt0335438,55
tt0099371,60
tt0452598,34
tt0879870,50
tt0790724,50
tt0328107,47
tt0218967,42
tt1598778,70
tt0146838,52
tt0119314,65
tt0327597,80
tt0349710,47
tt0149261,54
tt0257568,16
tt0949731,34
tt3300542,28
tt0160797,45
tt0393735,43
tt0116705,34
tt0167190,72
tt3393786,47
tt1469304,37
tt0120873,47
tt0120633,68
tt2446980,56
tt1623288,72
tt0119395,36
tt0338337,43
tt0118055,.
tt0420238,53
tt0787474,61
tt1648190,34
tt0290095,30
tt1205537,57
tt0114781,52
tt6266538,61
tt0118583,63
tt0822854,53
tt0120791,46
tt1321870,40
tt2398241,40
tt1213641,84
tt1045778,34
tt1226273,55
tt0253754,51
tt0253556,39
tt0762125,39
tt1135487,69
tt1034331,36
tt1057500,74
tt0473705,64
tt0120764,33
tt0443632,49
tt2083383,58
tt0138524,71
tt0120004,55
tt0120749,37
tt0181875,90
tt5719748,57
tt0289848,37
tt0821642,61
tt1538403,33
tt0146984,47
tt0259288,25
tt0822847,41
tt0455499,37
tt0329774,37
tt0119081,35
tt0165982,48
tt0382628,52
tt0118661,12
tt0387877,49
tt0131369,48
tt0831887,30
tt0272020,43
tt0134983,19
tt0454824,47
tt1837709,31
tt0120701,41
tt0765476,43
tt0326905,48
tt2822672,48
tt3045616,27
tt0294357,32
tt2479478,18
tt2296777,36
tt6811018,66
tt1431045,65
tt2179136,72
tt1051904,60
tt0095956,36
tt0114319,56
tt0485985,46
tt0425123,47
tt2234155,42
tt0158622,27
tt0379865,56
tt5442430,54
tt1314228,27
tt1000774,53
tt1220634,37
tt1232200,31
tt0118971,60
tt5280288,.
tt0116136,.
tt0367479,38
tt0238112,36
tt2180411,69
tt0305224,52
tt0395699,30
tt0351977,44
tt7286456,59
tt0109830,82
tt0952640,39
tt1727824,49
tt0386588,58
tt0212338,73
tt0454921,64
tt0114148,58
tt0078346,80
tt0117218,62
tt4465564,33
tt1535109,82
tt0119190,53
tt0328828,43
tt3402236,52
tt0455944,57
tt4477536,31
tt0112642,49
tt1279935,56
tt0252076,45
tt0112740,66
tt0408790,53
tt0109635,58
tt0120632,54
tt1109624,77
tt0449089,33
tt0111282,42
tt0131325,71
tt0422704,.
tt0098439,41
tt0104070,56
tt0184894,77
tt0116253,62
tt1621039,38
tt0349773,.
tt0865556,57
tt0293508,40
tt2281587,61
tt0116250,45
tt4302938,84
tt0122690,67
tt1126591,47
tt0116409,.
tt0824747,63
tt1298649,36
tt0269347,40
tt0128278,43
tt0338466,62
tt0839980,47
tt2798920,79
tt2554274,66
tt1430626,73
tt0402022,36
tt0115857,.
tt0116277,32
tt0414055,45
tt0780567,54
tt0279111,30
tt0120390,.
tt4047068,.
tt0405676,37
tt0167456,36
tt0447666,.
tt0338216,49
tt0130089,.
tt0160184,.
tt0463034,46
tt0814314,36
tt0099674,60
tt0368709,45
tt0299930,18
tt0162650,50
tt0377818,33
tt1197624,34
tt1355683,68
tt0118617,61
tt0203009,66
tt0249478,29
tt0418689,79
tt0462322,77
tt0120603,57
tt1790885,95
tt0264464,75
tt0795421,51
tt0452594,45
tt0817230,34
tt0112641,73
tt1488555,39
tt0120863,78
tt0125664,58
tt1179034,42
tt0245803,40
tt0183505,49
tt4244998,63
tt0790604,28
tt1385826,60
tt1259571,44
tt0126029,84
tt1637725,62
tt2294449,71
tt0102798,51
tt0116695,77
tt1528854,42
tt0119822,67
tt0129290,25
tt1489889,52
tt1229340,61
tt1650062,72
tt0280590,24
tt0195685,73
tt6343314,66
tt5117670,51
tt0251127,45
tt0110148,59
tt7959026,58
tt1068680,46
tt2024469,56
tt0120686,58
tt0427229,47
tt0454848,76
tt4877122,12
tt1570728,68
tt6294822,83
tt0120784,46
tt0112715,22
tt0448011,41
tt0377109,44
tt1389137,58
tt1210166,87
tt0388419,22
tt0775408,.
tt0114069,64
tt1075417,52
tt0356618,43
tt0400497,47
tt0300471,58
tt0381971,62
tt1605630,49
tt1428538,23
tt1464540,36
tt0250797,63
tt3532216,65
tt0365737,76
tt0318627,35
tt2262227,67
tt0118548,52
tt0408345,45
tt0119174,61
tt0119173,62
tt2106361,44
tt1872194,48
tt0384537,31
tt1206885,26
tt0191397,30
tt0120768,62
tt2005151,57
tt0109254,16
tt0099700,.
tt0119874,43
tt0313443,63
tt0317198,44
tt0163978,43
tt0110725,33
tt1186367,34
tt0350028,38
tt3799694,70
tt0126916,43
tt0141109,.
tt1392197,30
tt0117765,37
tt1212419,56
tt0264935,50
tt0112401,.
tt5478478,65
tt1608290,34
tt1571569,.
tt0367959,35
tt0160916,37
tt1517260,35
tt0264395,34
tt2199571,59
tt0309377,64
tt0963178,52
tt0116225,54
tt0315297,26
tt5294550,72
tt0362270,62
tt0129167,85
tt2274648,31
tt1240982,31
tt4477936,.
tt1462041,35
tt1124037,53
tt1034032,27
tt0331933,35
tt0289992,31
tt1559547,52
tt0378109,45
tt0765443,82
tt0109190,.
tt0151137,54
tt0113010,13
tt1502404,44
tt0119592,45
tt0114345,.
tt0421054,36
tt0113451,.
tt0891592,17
tt0266452,38
tt4701724,68
tt0315824,42
tt0181151,41
tt4426464,28
tt7134096,45
tt1014763,41
tt1374992,45
tt2072227,.
tt7547410,63
tt0267804,25
tt1823672,41
tt0098987,24
tt1781769,63
tt0097576,65
tt0298130,57
tt0181865,86
tt0258000,65
tt1560220,55
tt0155267,72
tt7401588,57
tt0145681,45
tt0120188,82
tt0808510,36
tt0250687,52
tt0381849,76
tt0272152,49
tt0230030,49
tt0120780,85
tt0087089,68
tt5033998,52
tt0462499,46
tt1355631,66
tt0099422,68
tt2543164,81
tt0115798,56
tt0106220,62
tt1757737,.
tt0200027,43
tt0307479,65
tt1075747,33
tt0117002,44
tt0490215,79
tt0119738,50
tt0265029,44
tt0117731,71
tt0278504,78
tt1392214,70
tt0115956,77
tt0119528,70
tt0120623,77
tt1397280,45
tt0109813,38
tt0306047,49
tt0212346,43
tt4765284,40
tt0373051,57
tt0107798,50
tt0368933,43
tt0825232,42
tt0109446,65
tt1204342,75
tt0105112,64
tt0369735,31
tt0139654,69
tt3631112,48
tt0177789,70
tt0257106,29
tt0120611,45
tt0393162,57
tt1038919,22
tt0264472,69
tt0118615,37
tt0401855,36
tt3224458,80
tt0200550,27
tt0314331,55
tt0116669,31
tt0111255,.
tt1711525,42
tt0117918,60
tt0371724,63
tt0432021,41
tt0396592,39
tt1615065,59
tt0110997,.
tt1086772,31
tt0408985,52
tt0450232,63
tt0113419,58
tt0337921,60
tt5606664,59
tt0429589,59
tt0274166,51
tt0087182,40
tt0775552,42
tt0445922,56
tt0959337,69
tt0364970,26
tt3513548,68
tt0109836,.
tt0116421,33
tt1946502,39
tt0117108,.
tt0237572,71
tt0117331,.
tt0376108,36
tt1139328,77
tt0149624,55
tt0814022,24
tt0113987,66
tt1343727,60
tt0376136,56
tt0118956,.
tt3289724,40
tt1634122,46
tt1046997,37
tt0246464,47
tt0484740,43
tt0255477,11
tt0120107,.
tt0249516,.
tt1024648,86
tt0106977,87
tt0089880,47
tt0117665,49
tt1438254,37
tt0116731,.
tt2788710,52
tt0080855,57
tt2404463,60
tt0181536,62
tt0191754,46
tt0253867,32
tt5177088,43
tt3416532,76
tt0472399,49
tt0106918,58
tt1232829,69
tt0125439,68
tt3281548,91
tt0120630,88
tt0343135,44
tt0103859,45
tt0889583,54
tt0056937,60
tt2334871,45
tt1648179,40
tt0257756,48
tt0117057,.
tt1486185,29
tt0265349,52
tt0097742,58
tt1255919,24
tt1598828,22
tt0179626,34
tt0399295,62
tt0108255,.
tt0104412,.
tt1568338,40
tt1032751,45
tt0119640,18
tt1634037,.
tt0298203,77
tt2066051,69
tt0183790,56
tt0288045,38
tt1053810,53
tt0167404,64
tt0396269,64
tt1155076,61
tt6146586,73
tt2322441,46
tt8946378,82
tt1041829,48
tt1800241,90
tt0349205,46
tt2872732,61
tt1091191,60
tt0096874,57
tt0150377,40
tt0338459,57
tt0117913,54
tt0104694,67
tt1285016,95
tt1135503,66
tt1001508,47
tt2869728,32
tt0362120,40
tt2561572,34
tt0134084,56
tt0099088,55
tt2140479,51
tt2096672,36
tt2203939,39
tt0103874,57
tt0397313,64
tt0134119,76
tt2361509,51
