movie_id,item_id,inv_exist,cluster_kmeans
tt0195778,.,0,7
tt0361696,.,0,7
tt0088846,.,0,15
tt0106664,.,0,11
tt0829459,.,0,3
tt0085271,.,0,11
tt4341582,.,0,20
tt0202402,.,0,7
tt0278500,.,0,17
tt0166252,.,0,11
tt0453494,.,0,7
tt3203606,.,0,10
tt0780536,.,0,10
tt0166924,.,0,10
tt5834262,.,0,17
tt1031969,.,0,13
tt1142433,.,0,12
tt1178663,.,0,3
tt0163676,.,0,12
tt0120716,.,0,11
tt0373469,.,0,23
tt0138510,.,0,7
tt1727776,.,0,12
tt0397044,.,0,17
tt1182350,.,0,3
tt3164256,.,0,23
tt1334260,.,0,3
tt2364897,.,0,12
tt0335013,.,0,3
tt0800241,.,0,20
tt0142201,.,0,11
tt0090848,.,0,11
tt0165773,.,0,17
tt0295526,.,0,3
tt0114660,.,0,11
tt1020558,.,0,3
tt0805570,.,0,20
tt1535612,.,0,3
tt0484111,.,0,3
tt1487931,.,0,3
tt0107048,.,0,0
tt2268016,.,0,1
tt0117509,.,0,6
tt0105695,.,0,21
tt0100405,.,0,6
tt0093010,.,0,6
tt1010048,.,0,8
tt0072308,.,0,15
tt0096969,.,0,15
tt0106611,.,0,11
tt0775539,.,0,12
tt1179891,.,0,1
tt0431021,.,0,1
tt0083944,.,0,11
tt0076752,.,0,15
tt0146336,.,0,7
tt0083169,.,0,11
tt0103247,.,0,11
tt0094947,.,0,0
tt0167427,.,0,12
tt0107840,.,0,11
tt0298388,.,0,12
tt0278295,.,0,12
tt0076009,.,0,11
tt1305583,.,0,12
tt0114825,.,0,12
tt0270980,.,0,12
tt0971209,.,0,20
tt0117894,.,0,7
tt0118301,.,0,12
tt0120857,.,0,20
tt0076451,.,0,15
tt0109504,.,0,11
tt0770772,.,0,20
tt2637294,.,0,7
tt0308055,.,0,17
tt0192111,.,0,12
tt1663143,.,0,12
tt0404203,.,0,10
tt0176783,.,0,12
tt0120613,.,0,3
tt0437232,.,0,20
tt2473794,.,0,10
tt0218619,.,0,12
tt0113463,.,0,11
tt0817177,.,0,20
tt0077296,.,0,15
tt0981072,.,0,20
tt0466893,.,0,17
tt0388795,.,0,8
tt0112697,.,0,11
tt1106860,.,0,3
tt0100758,.,0,19
tt0049833,.,0,0
tt0859635,.,0,7
tt0297884,.,0,10
tt1931533,.,0,20
tt0180073,.,0,10
tt0083678,.,0,11
tt0182000,.,0,3
tt2011159,.,0,12
tt0093105,.,0,11
tt0947798,.,0,8
tt0206275,.,0,13
tt1702443,.,0,7
tt6133466,.,0,1
tt4257926,.,0,13
tt0184907,.,0,7
tt0289879,.,0,21
tt0071562,.,0,0
tt4052882,.,0,1
tt0093870,.,0,0
tt0095742,.,0,12
tt0937375,.,0,23
tt1826590,.,0,13
tt0242423,.,0,13
tt0096487,.,0,11
tt2170593,.,0,20
tt2183034,.,0,12
tt0147800,.,0,13
tt0241760,.,0,12
tt0107659,.,0,7
tt0118665,.,0,7
tt0120609,.,0,7
tt0099253,.,0,12
tt0116493,.,0,11
tt0884328,.,0,1
tt0120601,.,0,10
tt0269341,.,0,12
tt1814621,.,0,12
tt1659337,.,0,10
tt0250224,.,0,11
tt0120577,.,0,13
tt3170832,.,0,10
tt4183692,.,0,3
tt0498380,.,0,10
tt0120654,.,0,7
tt3863552,.,0,10
tt0111127,.,0,17
tt0172726,.,0,11
tt0258470,.,0,7
tt7545524,.,0,17
tt0416185,.,0,20
tt3312830,.,0,10
tt0116269,.,0,11
tt1524575,.,0,3
tt0419749,.,0,3
tt0104215,.,0,12
tt0420609,.,0,20
tt1478964,.,0,3
tt3802576,.,0,17
tt0218378,.,0,3
tt2404639,.,0,20
tt1714209,.,0,3
tt0954947,.,0,20
tt1911644,.,0,13
tt4939066,.,0,3
tt1600196,.,0,17
tt0305396,.,0,12
tt0985694,.,0,1
tt0168786,.,0,20
tt0283530,.,0,20
tt0108399,.,0,11
tt1232783,.,0,12
tt0104348,.,0,15
tt0083722,.,0,11
tt0079753,.,0,11
tt1244754,.,0,20
tt0805564,.,0,20
tt0168629,.,0,10
tt1194417,.,0,3
tt0119843,.,0,20
tt0116378,.,0,17
tt0473102,.,0,17
tt1496422,.,0,20
tt0095489,.,0,11
tt0073195,.,0,0
tt0070047,.,0,0
tt2582846,.,0,21
tt0163651,.,0,13
tt1621045,.,0,13
tt1929263,.,0,13
tt0091129,.,0,11
tt0084726,.,0,0
tt0303714,.,0,23
tt0086567,.,0,11
tt0109040,.,0,7
tt1591479,.,0,1
tt0090329,.,0,11
tt0462590,.,0,13
tt1706593,.,0,1
tt0115641,.,0,13
tt0066206,.,0,0
tt1636826,.,0,1
tt5027774,.,0,8
tt3741834,.,0,8
tt1563742,.,0,13
tt0119396,.,0,6
tt0086619,.,0,15
tt0481536,.,0,7
tt2431286,.,0,10
tt0081633,.,0,11
tt0275022,.,0,7
tt3622592,.,0,7
tt1082868,.,0,7
tt0265459,.,0,20
tt0406759,.,0,1
tt0359517,.,0,12
tt0278488,.,0,11
tt0054331,.,0,0
tt0479884,.,0,1
tt0104940,.,0,11
tt2582782,.,0,10
tt0120679,.,0,3
tt2215719,.,0,12
tt2784678,.,0,20
tt0128442,.,0,23
tt0061452,.,0,11
tt0079758,.,0,11
tt2436386,.,0,1
tt1407061,.,0,12
tt0114608,.,0,11
tt0365885,.,0,20
tt0429591,.,0,7
tt1821549,.,0,10
tt0332712,.,0,12
tt0273799,.,0,16
tt1625346,.,0,20
tt2194499,.,0,20
tt7125860,.,0,10
tt5322012,.,0,12
tt0120722,.,0,17
tt1084950,.,0,10
tt0082934,.,0,11
tt0335119,.,0,20
tt0385004,.,0,10
tt5301662,.,0,20
tt1042877,.,0,3
tt1764183,.,0,3
tt0053580,.,0,15
tt0156323,.,0,7
tt0439289,.,0,20
tt1566501,.,0,17
tt0470765,.,0,20
tt0120533,.,0,3
tt0339034,.,0,12
tt0091276,.,0,11
tt0116414,.,0,11
tt0199626,.,0,20
tt0082958,.,0,11
tt0129332,.,0,11
tt1682180,.,0,10
tt1416801,.,0,3
tt0361715,.,0,11
tt1730687,.,0,20
tt0271259,.,0,20
tt0399095,.,0,3
tt1486193,.,0,20
tt3453052,.,0,3
tt2910904,.,0,20
tt2402927,.,0,10
tt0098084,.,0,11
tt1860213,.,0,1
tt1210106,.,0,17
tt0087363,.,0,11
tt0059113,.,0,0
tt0964517,.,0,8
tt0101921,.,0,0
tt0493430,.,0,7
tt0104952,.,0,0
tt1355630,.,0,7
tt0097815,.,0,11
tt0281358,.,0,13
tt0112818,.,0,10
tt0139134,.,0,13
tt2381111,.,0,10
tt0416212,.,0,11
tt5362988,.,0,10
tt2404425,.,0,20
tt0082517,.,0,11
tt5580036,.,0,10
tt1233227,.,0,1
tt0250310,.,0,12
tt0105217,.,0,11
tt1441951,.,0,17
tt0253798,.,0,12
tt0213790,.,0,12
tt0246989,.,0,7
tt2042568,.,0,10
tt0362269,.,0,10
tt1699755,.,0,12
tt0108550,.,0,20
tt7008872,.,0,3
tt4832640,.,0,20
tt0240900,.,0,12
tt0377992,.,0,15
tt0383694,.,0,10
tt0114057,.,0,11
tt0102782,.,0,11
tt0424908,.,0,3
tt1132626,.,0,7
tt0449999,.,0,17
tt0078748,.,0,0
tt0084516,.,0,15
tt0122541,.,0,20
tt0287733,.,0,12
tt1709143,.,0,17
tt0083866,.,0,2
tt0062622,.,0,0
tt0419843,.,0,12
tt0108320,.,0,17
tt0313300,.,0,3
tt0085873,.,0,17
tt0473700,.,0,17
tt1502407,.,0,9
tt0119217,.,0,21
tt0391198,.,0,7
tt0083131,.,0,11
tt0489270,.,0,1
tt4094724,.,0,7
tt6857166,.,0,13
tt0204946,.,0,13
tt5726086,.,0,1
tt0160862,.,0,13
tt0890870,.,0,1
tt0455612,.,0,7
tt0375210,.,0,13
tt0090863,.,0,11
tt3195644,.,0,7
tt0104868,.,0,11
tt4925292,.,0,8
tt7784604,.,0,8
tt5164432,.,0,23
tt0096928,.,0,11
tt0056197,.,0,0
tt0116483,.,0,11
tt3348730,.,0,1
tt0263488,.,0,1
tt0090060,.,0,11
tt0063385,.,0,16
tt0265632,.,0,12
tt0089530,.,0,11
tt0076538,.,0,11
tt3882082,.,0,1
tt0088944,.,0,11
tt5001718,.,0,7
tt1314655,.,0,1
tt2555736,.,0,20
tt0089461,.,0,11
tt4795124,.,0,17
tt0104692,.,0,11
tt0981227,.,0,7
tt0337909,.,0,11
tt0120655,.,0,11
tt5690360,.,0,12
tt0280460,.,0,7
tt0208092,.,0,20
tt0098206,.,0,11
tt7424200,.,0,7
tt1389139,.,0,7
tt0086491,.,0,11
tt0110399,.,0,11
tt2515086,.,0,12
tt0283026,.,0,7
tt0424993,.,0,7
tt2752772,.,0,1
tt3387542,.,0,12
tt1220198,.,0,13
tt0086066,.,0,11
tt0127723,.,0,7
tt1876451,.,0,13
tt4669186,.,0,13
tt1564585,.,0,1
tt3521126,.,0,10
tt1540011,.,0,1
tt0085407,.,0,11
tt0242998,.,0,12
tt0420087,.,0,3
tt0499554,.,0,12
tt2473510,.,0,12
tt0846308,.,0,20
tt0089348,.,0,12
tt0403455,.,0,20
tt0128445,.,0,10
tt0100814,.,0,11
tt0380623,.,0,7
tt0100168,.,0,11
tt0240468,.,0,12
tt4196450,.,0,20
tt0295700,.,0,13
tt0081071,.,0,11
tt0142192,.,0,17
tt1092633,.,0,12
tt1655420,.,0,10
tt1126590,.,0,20
tt0412019,.,0,20
tt0314166,.,0,12
tt0365485,.,0,3
tt0119572,.,0,20
tt0219699,.,0,20
tt0192071,.,0,12
tt0151804,.,0,11
tt0157503,.,0,13
tt0124198,.,0,12
tt0368975,.,0,7
tt4595882,.,0,10
tt0086984,.,0,11
tt1470023,.,0,12
tt0785007,.,0,7
tt0166110,.,0,12
tt1307068,.,0,20
tt0454970,.,0,17
tt2582500,.,0,12
tt1477837,.,0,17
tt1748227,.,0,12
tt0120586,.,0,10
tt0166896,.,0,15
tt0231448,.,0,17
tt0082507,.,0,11
tt1772288,.,0,20
tt0279286,.,0,12
tt1801552,.,0,3
tt4645330,.,0,20
tt1472584,.,0,12
tt2937696,.,0,3
tt0115964,.,0,20
tt0165854,.,0,17
tt2752688,.,0,3
tt0200720,.,0,3
tt0093483,.,0,11
tt0438315,.,0,20
tt1411664,.,0,12
tt3850544,.,0,3
tt0215545,.,0,3
tt0083113,.,0,3
tt1554091,.,0,3
tt0171356,.,0,12
tt0309912,.,0,3
tt0432637,.,0,17
tt2674454,.,0,3
tt0173716,.,0,17
tt1777595,.,0,17
tt0285861,.,0,17
tt0955411,.,0,12
tt0784972,.,0,12
tt2345112,.,0,3
tt0291502,.,0,12
tt0884224,.,0,3
tt0388182,.,0,3
tt0373024,.,0,20
tt0253126,.,0,17
tt1262981,.,0,3
tt2553908,.,0,3
tt1183923,.,0,3
tt4254584,.,0,3
tt1210039,.,0,3
tt1220220,.,0,12
tt0349416,.,0,20
tt2113659,.,0,17
tt1007018,.,0,17
tt2325977,.,0,20
tt1210071,.,0,3
tt0887719,.,0,20
tt3202120,.,0,3
tt3352390,.,0,12
tt1091722,.,0,20
tt1602620,.,0,10
tt3859076,.,0,20
tt0195945,.,0,12
tt0062512,.,0,15
tt0095889,.,0,12
tt5074352,.,0,10
tt1017451,.,0,20
tt1161418,.,0,12
tt0057193,.,0,15
tt0441909,.,0,10
tt1527186,.,0,10
tt0082509,.,0,5
tt2176013,.,0,20
tt0114279,.,0,3
tt3716530,.,0,10
tt0324216,.,0,7
tt0067093,.,0,15
tt2975578,.,0,1
tt0059800,.,0,15
tt0482606,.,0,1
tt0117603,.,0,11
tt4361050,.,0,1
tt0168501,.,0,11
tt0094862,.,0,11
tt0386032,.,0,17
tt0186975,.,0,13
tt0366551,.,0,7
tt0208874,.,0,20
tt0454082,.,0,12
tt1878870,.,0,17
tt1619029,.,0,10
tt0087451,.,0,11
tt0349169,.,0,12
tt1922612,.,0,12
tt0097499,.,0,15
tt4669986,.,0,10
tt0775529,.,0,10
tt0202677,.,0,20
tt1104733,.,0,12
tt0280760,.,0,20
tt0210567,.,0,7
tt0441007,.,0,3
tt1673697,.,0,3
tt2950418,.,0,3
tt7137380,.,0,17
tt0434424,.,0,12
tt0120879,.,0,20
tt4082068,.,0,3
tt0286261,.,0,3
tt0420835,.,0,3
tt3276924,.,0,17
tt0090555,.,0,11
tt0211933,.,0,13
tt4034228,.,0,8
tt1263670,.,0,10
tt1185834,.,0,7
tt1666801,.,0,7
tt2872718,.,0,10
tt0093437,.,0,11
tt7961060,.,0,3
tt0079826,.,0,15
tt1171222,.,0,12
tt4981636,.,0,12
tt0126886,.,0,20
tt2017038,.,0,10
tt0331953,.,0,12
tt0810784,.,0,10
tt0118589,.,0,12
tt2345737,.,0,3
tt0963194,.,0,17
tt1188996,.,0,10
tt2178470,.,0,3
tt0164085,.,0,3
tt0043949,.,0,15
tt0059742,.,0,0
tt0087277,.,0,13
tt0110912,.,0,8
tt0087538,.,0,11
tt0079588,.,0,0
tt0088161,.,0,11
tt0449059,.,0,8
tt1282140,.,0,7
tt0092005,.,0,0
tt0079116,.,0,0
tt0365957,.,0,12
tt1306980,.,0,23
tt1178665,.,0,20
tt0297037,.,0,7
tt0104454,.,0,15
tt1800246,.,0,7
tt0482599,.,0,7
tt0082763,.,0,11
tt0064757,.,0,15
tt0107616,.,0,20
tt0105151,.,0,20
tt0083767,.,0,11
tt0437800,.,0,11
tt0111686,.,0,11
tt0164114,.,0,7
tt2390361,.,0,3
tt0120693,.,0,12
tt1095174,.,0,12
tt0144084,.,0,10
tt0437179,.,0,12
tt0279113,.,0,20
tt1604171,.,0,12
tt0110137,.,0,3
tt0189998,.,0,3
tt2582496,.,0,17
tt0804497,.,0,20
tt0086510,.,0,15
tt0117283,.,0,12
tt0206420,.,0,12
tt4520364,.,0,7
tt0387898,.,0,10
tt1431181,.,0,10
tt0102915,.,0,11
tt0118863,.,0,20
tt1371155,.,0,3
tt4196848,.,0,17
tt0119937,.,0,17
tt0086582,.,0,17
tt0283503,.,0,3
tt0314676,.,0,20
tt1273221,.,0,17
tt1498569,.,0,17
tt0119494,.,0,17
tt1235189,.,0,17
tt0964539,.,0,3
tt3606888,.,0,3
tt0360323,.,0,17
tt0342272,.,0,20
tt0324133,.,0,17
tt0097239,.,0,15
tt0120169,.,0,11
tt0498353,.,0,7
tt1174732,.,0,10
tt1225822,.,0,23
tt0272207,.,0,11
tt0338427,.,0,20
tt0087428,.,0,11
tt0263734,.,0,3
tt1001562,.,0,12
tt0410454,.,0,3
tt1602098,.,0,17
tt1974419,.,0,17
tt0319829,.,0,20
tt5727282,.,0,3
tt4030600,.,0,12
tt0833553,.,0,17
tt0808417,.,0,10
tt0066995,.,0,15
tt0203408,.,0,12
tt1778304,.,0,3
tt0467406,.,0,10
tt0068646,.,0,0
tt1915581,.,0,19
tt0085549,.,0,11
tt6450186,.,0,7
tt0089791,.,0,11
tt0107822,.,0,10
tt1640484,.,0,23
tt0070328,.,0,15
tt0156812,.,0,23
tt0282209,.,0,12
tt0832266,.,0,23
tt0433383,.,0,10
tt0379725,.,0,10
tt0071577,.,0,15
tt0112851,.,0,11
tt4481414,.,0,20
tt0116282,.,0,10
tt0246002,.,0,12
tt0071807,.,0,15
tt0094612,.,0,12
tt0245280,.,0,11
tt3850214,.,0,3
tt0395584,.,0,1
tt2752758,.,0,12
tt0116324,.,0,20
tt3125324,.,0,20
tt0103893,.,0,12
tt0160401,.,0,11
tt0251736,.,0,12
tt0090021,.,0,11
tt0317676,.,0,12
tt1019452,.,0,10
tt1315981,.,0,10
tt0095497,.,0,15
tt1336617,.,0,20
tt0125971,.,0,3
tt0252444,.,0,3
tt0785077,.,0,12
tt0105459,.,0,3
tt0099817,.,0,11
tt0090631,.,0,11
tt0420332,.,0,15
tt1012804,.,0,20
tt0298744,.,0,20
tt6205872,.,0,3
tt1421051,.,0,17
tt2739338,.,0,3
tt1220628,.,0,12
tt0085868,.,0,3
tt0076175,.,0,11
tt1658801,.,0,20
tt2402105,.,0,3
tt1361313,.,0,17
tt0089767,.,0,11
tt1582507,.,0,1
tt0106677,.,0,11
tt1255953,.,0,10
tt0406650,.,0,17
tt3322940,.,0,1
tt0101507,.,0,0
tt0093378,.,0,11
tt0082405,.,0,11
tt0080661,.,0,11
tt4131800,.,0,12
tt0436331,.,0,20
tt0066769,.,0,15
tt0200469,.,0,7
tt1230168,.,0,20
tt1723811,.,0,10
tt1869716,.,0,20
tt0790712,.,0,3
tt0359423,.,0,3
tt0088247,.,0,11
tt0301357,.,0,10
tt0421082,.,0,17
tt1226271,.,0,3
tt0113749,.,0,20
tt0077631,.,0,6
tt0091763,.,0,0
tt0084434,.,0,15
tt0361596,.,0,21
tt0064115,.,0,0
tt0058331,.,0,0
tt0081283,.,0,0
tt7137846,.,0,23
tt0055614,.,0,15
tt0048960,.,0,15
tt0080487,.,0,11
tt0250274,.,0,7
tt1125849,.,0,10
tt0097216,.,0,15
tt0082340,.,0,17
tt0161100,.,0,11
tt0114814,.,0,10
tt0071315,.,0,0
tt0038499,.,0,15
tt0455590,.,0,10
tt0310281,.,0,11
tt5734576,.,0,12
tt0096054,.,0,11
tt0462244,.,0,12
tt0095690,.,0,11
tt0049934,.,0,15
tt0120148,.,0,20
tt0114609,.,0,3
tt0097474,.,0,17
tt1840417,.,0,20
tt3722070,.,0,3
tt0183659,.,0,20
tt0137338,.,0,12
tt7339792,.,0,12
tt1702425,.,0,17
tt1540133,.,0,3
tt0844671,.,0,12
tt0147004,.,0,3
tt1151922,.,0,12
tt2870708,.,0,3
tt0489327,.,0,3
tt2771372,.,0,20
tt0107750,.,0,11
tt0248845,.,0,3
tt0323944,.,0,20
tt1082886,.,0,17
tt0234354,.,0,17
tt1194238,.,0,3
tt1541995,.,0,3
tt6998518,.,0,10
tt0270259,.,0,3
tt0101412,.,0,17
tt0065214,.,0,15
tt0300214,.,0,3
tt0457308,.,0,3
tt1365050,.,0,10
tt1667310,.,0,17
tt0976247,.,0,12
tt0086541,.,0,11
tt0116191,.,0,17
tt0063442,.,0,0
tt0356614,.,0,3
tt1772408,.,0,17
tt0120210,.,0,3
tt0473024,.,0,12
tt0286179,.,0,15
tt1303803,.,0,12
tt0070735,.,0,0
tt0082158,.,0,15
tt0422093,.,0,7
tt0117631,.,0,10
tt2229499,.,0,23
tt0068699,.,0,15
tt1999890,.,0,12
tt0330602,.,0,3
tt3262342,.,0,3
tt0162346,.,0,10
tt0280778,.,0,20
tt0335563,.,0,17
tt1508675,.,0,3
tt3335606,.,0,3
tt1251743,.,0,20
tt2932536,.,0,1
tt0811106,.,0,20
tt1618430,.,0,17
tt0081534,.,0,11
tt0259446,.,0,11
tt5052448,I-1083,1,8
tt0432348,.,0,1
tt2226417,.,0,1
tt4786282,.,0,1
tt3567288,.,0,1
tt0322802,.,0,7
tt5308322,.,0,1
tt2109184,.,0,1
tt1204977,.,0,7
tt0093629,.,0,11
tt4178092,.,0,23
tt5462602,.,0,10
tt0072081,.,0,15
tt0046247,.,0,15
tt0340855,.,0,10
tt2473682,.,0,1
tt0046672,.,0,16
tt0790636,.,0,10
tt1781922,.,0,1
tt0080678,.,0,0
tt2918436,.,0,12
tt1637706,.,0,12
tt1285009,.,0,12
tt0424345,.,0,7
tt0119905,.,0,12
tt0249462,.,0,10
tt1727388,.,0,20
tt2870612,.,0,1
tt4824308,.,0,12
tt0084296,.,0,15
tt0102065,.,0,12
tt0187819,.,0,12
tt3499096,.,0,20
tt0082766,.,0,11
tt0095271,.,0,17
tt1772240,.,0,12
tt7388562,.,0,7
tt2205401,.,0,12
tt0113253,.,0,12
tt0119080,.,0,20
tt0082817,.,0,11
tt0097388,.,0,12
tt4695012,.,0,1
tt0365748,.,0,10
tt1045655,.,0,7
tt0116905,.,0,15
tt0090655,.,0,11
tt0083833,.,0,15
tt1691916,.,0,17
tt0085862,.,0,11
tt4667094,.,0,12
tt0050379,.,0,15
tt0053290,.,0,15
tt0083630,.,0,11
tt0795438,.,0,20
tt3014666,.,0,12
tt4871980,.,0,12
tt0259974,.,0,12
tt0332375,.,0,17
tt0077572,.,0,11
tt0245120,.,0,12
tt8632862,.,0,3
tt0098546,.,0,12
tt1529567,.,0,3
tt0456554,.,0,12
tt3553976,.,0,10
tt0120831,.,0,11
tt0227005,.,0,20
tt1182345,.,0,10
tt4337690,.,0,20
tt3216348,.,0,12
tt0415949,.,0,20
tt0120255,.,0,10
tt0914797,.,0,20
tt0084171,.,0,11
tt1412528,.,0,12
tt0110005,.,0,3
tt3702652,.,0,12
tt1216491,.,0,20
tt0935075,.,0,20
tt3614530,.,0,12
tt5247022,.,0,10
tt0102443,.,0,3
tt0361862,.,0,20
tt0102307,.,0,11
tt0486259,.,0,3
tt2800038,.,0,12
tt0320244,.,0,17
tt0422861,.,0,3
tt0115734,.,0,20
tt2388637,.,0,20
tt0459293,.,0,3
tt0896866,.,0,3
tt0119560,.,0,20
tt3813310,.,0,3
tt0357585,.,0,3
tt0937237,.,0,3
tt1798243,.,0,3
tt1220213,.,0,3
tt1519461,.,0,12
tt1396523,.,0,3
tt3612616,.,0,10
tt2287663,.,0,20
tt0117666,.,0,15
tt1602613,.,0,3
tt1675192,.,0,10
tt0092076,.,0,12
tt0095484,.,0,17
tt0446687,.,0,3
tt2082197,.,0,10
tt0364961,.,0,3
tt0087928,.,0,4
tt0109831,.,0,20
tt0080453,.,0,4
tt0083929,.,0,16
tt0117589,.,0,10
tt0307901,.,0,20
tt0088680,.,0,15
tt0049513,.,0,15
tt3464902,.,0,10
tt0115736,.,0,17
tt0180093,.,0,10
tt0091886,.,0,17
tt0246578,.,0,10
tt1629705,.,0,3
tt1881002,.,0,20
tt0857190,.,0,17
tt2295722,.,0,3
tt0073486,.,0,0
tt0075222,.,0,16
